,Ticker,Company,Sector,Industry,P/E,EPS (ttm),Insider Own %,Perf Week %,Market Cap,Forward P/E,EPS next Y %,Insider Trans %,Perf Month %,PEG,EPS next Q,Inst Own %,Short Float %,Perf Quarter %,P/S,EPS this Y %,Inst Trans %,Short Ratio,Perf Half Y %,Book/sh,P/B,ROA %,Target Price,Perf Year %,Cash/sh,P/C,EPS next 5Y %,ROE %,Perf YTD %,Dividend,P/FCF,EPS past 5Y %,ROI %,52W High %,Beta,Dividend % %,Quick Ratio,Sales past 5Y %,Gross Margin %,52W Low %,ATR,Current Ratio,Sales Q/Q %,Oper. Margin %,RSI (14),Volatility %,Debt/Eq,EPS Q/Q %,Profit Margin %,Rel Volume,LT Debt/Eq,Earnings,Avg Volume,Price,Volume,Market Cap 2,Death MACD,Golden MACD,50-MA,200-MA,50 %,200 %,MOM-25,EMOM-25,ETF,Tick
361,SGFY,"Signify Health, Inc.",Healthcare,Health Information Services,0.0,-0.1,4.8,-14.26,7840000000.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,14.25,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,89.24,0.0,0.0,-10.3,0.0,0.0,0.0,-4.4,-30.6,0.0,0.0,1.8,0.0,52.3,5.91,4.06,1.8,20.6,1.0,0.0,11.96% -,0.0,-82.2,-4.2,0.32,0.0,,2.18M,28.31,"704,570",7.84B,2021-02-25,2021-02-12,,,,,0.0,0.0,ARKG,SGFY
362,SHOP,Shopify Inc.,Technology,Software - Application,442.49,2.56,0.4,-11.71,134700000000.0,231.81,24.02,0.0,-7.61,11.8,0.72,71.7,1.14,4.78,45.98,334.3,1.01,0.9,5.25,52.38,21.59,5.4,1444.21,127.01,53.64,21.09,37.5,6.3,-0.08,0.0,351.43,60.0,2.4,-24.59,1.56,0.0,15.7,70.2,52.6,270.46,79.11,15.7,93.5,3.1,35.92,7.63% 5.75,0.12,15966.4,10.9,2.84,0.12,NAN,1.38M,1131.01,"3,933,450",134.70B,2021-02-23,2021-02-03,1239.645798339844,1039.6579495239257,-8.763454729192087,8.786740919732852,112.34,110.633,"ARKW,ARKK,ARKF,PSJ",SHOP
363,SI,Silvergate Capital Corporation,Financial,Banks - Regional,78.64,1.36,1.8,-16.4,2010000000.0,42.45,31.24,-61.9,-2.62,0.0,0.45,54.5,5.47,166.07,25.23,12.9,-15.4,0.72,608.57,15.19,7.02,0.9,111.67,607.63,13.14,8.12,0.0,7.8,43.51,0.0,0.0,0.0,24.6,-43.24,0.0,0.0,0.0,0.0,0.0,1303.16,20.66,0.0,-9.8,83.5,42.77,18.42% 15.94,0.06,1.1,25.3,1.88,0.06,,1.28M,106.64,"2,396,698",2.01B,2021-02-23,2021-01-26,104.45120056152344,40.93545013904571,2.095523485330671,160.5077008748535,191.707,184.655,"ARKW,ARKF",SI
364,SIRI,Sirius XM Holdings Inc.,Communication Services,Broadcasting,267.73,0.02,0.3,0.68,24430000000.0,18.76,16.73,-13.37,-4.69,20.7,0.06,15.8,18.59,-8.4,3.04,-84.2,-6.64,5.93,-0.67,-0.54,0.0,1.2,7.19,-11.3,0.02,344.03,12.93,-11.4,-7.54,0.06,17.07,-19.7,8.5,-27.64,1.1,1.02,0.3,12.0,55.5,43.31,0.22,0.3,6.2,10.3,43.69,2.61% 2.35,0.0,-399.9,1.6,1.02,0.0,NAN,29.29M,5.89,"29,969,831",24.43B,2021-02-05,2021-01-26,6.100801420211793,5.9356229305267325,-3.455307027588439,-0.7686291912529594,97.793,98.5,QQQ,SIRI
365,SITM,SiTime Corporation,Technology,Semiconductors,0.0,-0.63,7.4,-1.04,1870000000.0,66.13,54.61,-15.9,-27.75,0.0,0.12,52.8,5.73,4.46,16.07,6.8,-0.7,2.17,24.46,6.45,14.95,-6.8,151.2,290.52,3.79,25.41,15.0,-10.1,-13.86,0.0,177.87,0.0,-7.8,-36.47,0.0,0.0,5.3,0.0,49.9,525.3,10.3,5.9,43.4,-7.4,36.27,8.83% 9.01,0.0,94.8,-8.1,2.47,0.0,NAN,238.61K,96.42,"590,327",1.87B,2021-02-18,2021-02-12,121.66160064697266,82.43440003395081,-20.747384970066765,16.96573270417349,101.217,105.16,PTF,SITM
366,SKLZ,Skillz Inc.,Communication Services,Electronic Gaming & Multimedia,0.0,0.0,20.16,-13.16,8010000000.0,0.0,-3.4,0.0,-12.22,0.0,-0.1,29.8,13.6,75.06,40.62,0.0,0.0,2.16,95.79,0.0,0.0,0.0,31.2,0.0,0.0,0.0,0.0,0.0,37.25,0.0,0.0,0.0,0.0,-40.71,0.0,0.0,0.0,0.0,0.0,179.82,3.82,0.0,92.3,0.0,40.83,14.22% 11.73,0.0,0.0,0.0,1.72,0.0,03/10,6.56M,27.45,"11,296,227",8.01B,2021-02-18,2021-02-03,29.05600025177002,16.513625068664552,-5.527258527856691,66.22637298510415,149.223,140.035,ARKW,SKLZ
367,SMAR,Smartsheet Inc.,Technology,Software - Application,0.0,-0.96,3.2,-9.04,7740000000.0,0.0,0.0,-30.06,-12.99,0.0,-0.14,91.9,2.8,12.28,21.85,-31.0,-6.93,2.63,5.62,4.36,14.45,-14.3,78.6,35.43,3.42,18.41,0.0,-22.2,-9.09,0.0,0.0,0.0,-20.0,-26.27,0.0,0.0,2.1,0.0,78.3,103.79,4.22,2.1,38.3,-34.3,33.17,6.35% 5.42,0.0,-6.8,-32.3,1.73,0.0,03/16,1.24M,62.99,"2,146,282",7.74B,2021-02-23,2021-02-02,72.19819984436035,57.26039995193482,-12.7540573923044,10.006217303537323,107.357,108.538,XSW,SMAR
368,SNAP,Snap Inc.,Communication Services,Internet Content & Information,0.0,-0.65,11.0,-12.53,83460000000.0,97.84,278.71,-3.05,-3.09,0.0,-0.06,62.6,5.29,20.93,33.29,13.6,7.47,2.61,144.07,1.57,36.58,-20.5,75.14,314.66,1.75,32.89,0.0,-42.7,14.7,0.0,0.0,-15.0,-22.0,-21.96,1.31,0.0,5.0,111.9,52.8,627.88,4.87,5.0,62.5,-34.4,43.53,9.23% 7.98,0.72,55.4,-37.7,1.3,0.72,NAN,22.17M,57.43,"28,770,518",83.46B,2021-03-01,2021-02-01,56.93439994812012,36.202050046920775,0.8704755865197225,58.637425023074904,120.675,119.115,"ARKW,ARKF,PSJ",SNAP
369,SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,49.32,4.62,0.4,-7.1,34550000000.0,31.68,14.44,-37.09,-14.11,4.29,1.54,90.4,1.12,1.37,9.04,23.6,-0.98,2.05,-0.68,32.02,7.11,9.3,313.69,59.7,6.75,33.77,11.5,15.5,-12.13,0.0,33.62,24.4,12.8,-24.3,1.07,0.0,1.0,10.4,78.8,117.16,10.3,1.1,16.3,17.8,32.03,4.60% 3.61,0.03,53.3,18.9,1.78,0.01,NAN,827.79K,227.8,"1,472,092",34.55B,2021-02-19,2021-02-08,261.64640167236325,221.95070037841802,-12.935932409552533,2.6354048946946977,101.164,102.988,"ARKW,ARKK,ARKQ,QQQ,XSW",SNPS
370,SNY,Sanofi,Healthcare,Drug Manufacturers - General,7.82,5.96,16.4,1.53,117620000000.0,10.77,16.11,0.0,-0.6,1.04,0.0,7.1,0.29,-7.96,2.58,-32.8,0.9,2.3,-7.69,26.25,1.77,0.0,64.67,-6.71,0.0,0.0,7.5,0.0,-4.12,1.7,0.0,-6.4,3.5,-15.29,0.53,3.65,0.0,3.3,67.5,23.84,0.7,0.0,-0.4,0.0,46.12,1.25% 1.17,0.0,4.3,0.0,1.14,0.0,NAN,2.79M,46.59,"3,172,259",117.62B,2021-02-12,2021-02-09,47.78599998474121,49.800700149536134,-2.502825064083847,-6.4470984140692575,96.803,97.343,QQQJ,SNY
371,SPCE,"Virgin Galactic Holdings, Inc.",Industrials,Aerospace & Defense,0.0,-1.71,2.9,-26.7,7260000000.0,0.0,32.8,-56.69,-52.22,0.0,-0.24,30.1,13.94,-0.87,1813.97,46.4,1.08,0.94,59.59,3.22,8.48,0.0,32.56,13.28,2.79,9.78,0.0,0.0,15.0,0.0,0.0,0.0,-45.6,-56.54,0.6,0.0,6.6,0.0,95.7,201.21,6.2,6.8,-100.0,0.0,31.73,13.59% 11.06,0.0,-73.3,0.0,1.76,0.0,NAN,20.93M,27.29,"36,800,707",7.26B,2021-02-16,2021-01-12,38.144799919128424,24.521199979782104,-28.456827515524814,11.29145401734332,170.951,142.916,ARKQ,SPCE
372,SPLK,Splunk Inc.,Technology,Software - Infrastructure,0.0,-4.99,0.4,-4.36,22440000000.0,0.0,69.2,-17.46,-20.15,0.0,0.04,94.6,4.35,-33.58,9.86,-17.1,1.31,2.87,-38.33,10.03,13.64,-14.4,203.78,-3.17,12.15,11.25,4.0,-44.6,-19.49,0.0,0.0,-4.1,-7.9,-39.45,1.32,0.0,2.4,39.2,76.9,45.62,6.99,2.4,-10.8,-30.8,28.64,5.83% 4.13,1.41,-232.0,-34.8,1.93,1.41,NAN,2.44M,136.77,"4,699,402",22.44B,2021-02-18,2020-12-21,165.9897998046875,187.12584938049315,-17.60337071257937,-26.91015140195936,94.487,94.108,"ARKF,ARKQ,QQQ,PTF,XSW",SPLK
373,SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,0.0,-3.77,29.26,-10.54,50790000000.0,0.0,52.9,0.0,-13.32,0.0,-0.38,61.7,2.86,-14.31,5.29,-201.3,3.02,2.3,-0.47,17.99,15.29,-10.3,319.91,85.7,11.52,23.88,0.0,-24.7,-12.61,0.0,230.44,-13.8,-4.9,-29.03,0.0,0.0,0.8,32.4,25.6,151.86,20.04,0.8,16.9,-3.7,32.9,7.03% 5.86,0.0,42.4,-7.4,1.61,0.21,NAN,1.62M,274.98,"2,597,220",50.79B,2021-02-25,2021-02-12,328.07419982910164,273.5387003326416,-16.183595008921493,0.5269088672300078,99.158,102.507,"ARKW,ARKK",SPOT
374,SPSC,"SPS Commerce, Inc.",Technology,Software - Infrastructure,82.24,1.26,1.0,2.54,3810000000.0,54.48,16.89,-46.12,-0.18,5.48,0.37,0.0,1.66,5.85,12.18,34.2,-0.37,2.79,23.48,11.85,8.72,9.5,123.57,93.35,5.09,20.3,15.0,11.8,-4.88,0.0,52.79,56.0,10.2,-12.51,0.84,0.0,3.4,14.5,68.1,230.21,4.11,3.4,14.6,16.1,47.12,4.58% 3.56,0.0,44.7,14.6,1.89,0.0,NAN,209.11K,103.29,"395,449",3.81B,2021-02-23,2021-02-09,107.5477995300293,87.66139987945557,-3.958983399600318,17.828371600311588,96.437,101.716,"PSJ,XSW",SPSC
375,SPT,"Sprout Social, Inc.",Technology,Software - Application,0.0,-1.17,2.6,-17.1,2920000000.0,0.0,20.5,-29.38,-13.97,0.0,-0.11,92.4,3.56,15.59,23.63,-123.6,-3.39,2.0,44.15,3.02,18.66,-24.5,83.7,197.52,3.23,17.47,0.0,-37.4,24.09,0.0,0.0,0.0,-37.0,-31.67,0.0,0.0,3.7,0.0,72.4,434.63,5.9,3.7,27.7,-40.7,39.01,11.76% 7.99,0.0,-4.5,-40.1,2.15,0.0,NAN,647.19K,56.35,"1,390,824",2.92B,2021-02-22,2021-01-12,62.43240005493164,43.31902505874635,-9.742377434761424,30.08141324413909,130.555,120.807,"PTF,XSW",SPT
376,SPWR,SunPower Corporation,Technology,Solar,9.59,3.2,0.6,-11.76,5210000000.0,45.65,114.01,-40.15,-31.5,0.0,0.01,48.6,25.89,41.71,4.63,136.7,-3.48,2.32,154.61,2.37,12.95,27.0,30.89,401.16,1.37,22.36,0.0,436.1,19.66,0.0,0.0,33.5,-6.1,-46.66,2.21,0.0,1.1,-6.5,14.9,1062.74,4.83,1.5,-14.9,-0.5,38.2,12.11% 11.54,1.58,727.5,42.2,0.71,1.18,NAN,9.04M,30.68,"6,435,972",5.21B,2021-02-03,2021-01-07,37.81039974212647,18.35754205942154,-18.85830298213466,67.12477030253771,129.702,130.44,TAN,SPWR
377,SQ,"Square, Inc.",Technology,Software - Infrastructure,751.53,0.29,0.4,-5.91,97150000000.0,115.56,52.4,-63.37,-5.05,14.59,0.16,75.2,8.5,7.15,10.23,-45.1,0.1,3.18,32.88,5.92,36.56,2.7,265.13,183.6,8.58,25.21,51.52,10.1,-0.55,0.0,399.45,22.0,-0.4,-23.57,2.6,0.0,1.9,49.6,28.8,569.47,17.17,1.9,140.5,-0.2,38.88,8.80% 6.29,1.14,-26.6,2.2,2.44,0.96,NAN,10.13M,216.44,"24,714,495",97.15B,2021-02-24,2021-02-04,235.71899932861328,171.94204998016357,-8.178805859317533,25.879620502936902,109.593,109.948,"ARKW,ARKK,ARKF,PTF,XSW",SQ
378,SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,0.0,-7.83,0.5,-2.61,6550000000.0,0.0,11.9,-0.58,-8.3,0.0,-1.87,90.8,8.94,-43.46,13.23,-77.8,-1.91,3.17,-39.9,11.36,7.46,-23.0,130.05,-29.38,23.5,3.61,0.0,-61.6,-50.27,0.0,138.22,-23.4,-47.1,-53.37,1.75,0.0,5.6,108.1,88.6,10.1,4.71,6.1,45.4,0.0,36.43,6.51% 5.23,0.79,-47.0,0.0,0.84,0.79,NAN,2.12M,84.79,"1,776,546",6.55B,2020-12-30,2021-02-01,107.8861996459961,139.74884960174558,-21.407927725493153,-39.326870853224605,76.549,83.972,"ARKG,QQQJ",SRPT
379,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Software - Application,28.12,2.34,12.3,-0.6,17160000000.0,13.76,5.76,-0.0,0.6,9.5,1.1,83.6,1.85,-5.91,3.68,41.3,0.79,3.28,0.98,22.27,2.96,4.0,77.71,21.01,0.8,81.97,2.96,11.6,-9.44,0.64,16.92,59.9,6.8,-10.97,1.59,0.97,1.0,36.1,44.9,123.25,1.95,1.0,0.0,21.0,46.51,3.02% 2.87,1.13,37.2,13.4,1.37,1.12,NAN,1.25M,65.88,"1,716,576",17.16B,2021-03-03,2021-02-04,67.80891311645507,63.1662092590332,-2.844630636008516,4.2962697505529075,96.264,98.769,"QQQJ,XSW",SSNC
380,SSO,Financial,Exchange Traded Fund,USA,0.0,0.0,0.0,1.6,,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,14.12,0.0,0.0,0.0,0.0,45.9,0.0,0.0,0.0,0.0,4.51,0.19,0.0,0.0,0.0,-5.54,0.0,0.2,0.0,0.0,0.0,194.53,3.3,0.0,0.0,0.0,48.75,4.17% 2.75,0.0,0.0,0.0,1.7,0.0,,2.01M,95.47,"3,420,781",0,2021-02-22,2021-02-05,94.70752014160156,78.81723745346068,0.8050890333295785,21.12832558534204,104.854,105.581,TAN,SSO
381,SSYS,Stratasys Ltd.,Technology,Computer Hardware,0.0,-8.31,5.97,-31.31,1290000000.0,329.03,118.4,0.0,-49.67,0.0,-0.0,79.3,4.92,36.15,2.4,2.0,0.56,1.03,57.1,13.01,1.82,-36.9,22.6,54.84,0.0,0.0,36.0,-44.3,14.33,0.0,0.0,39.1,-1.3,-58.4,1.45,0.0,3.3,-3.2,43.1,99.24,4.87,4.4,-18.8,-84.8,27.8,14.92% 11.48,0.0,0.0,-85.0,2.22,0.0,NAN,2.50M,23.69,"5,560,726",1.29B,2021-02-12,2021-01-07,35.65040004730225,20.50715000152588,-33.549132776722715,15.520684240556562,159.916,146.54,"ARKK,ARKQ",SSYS
382,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,17.65,2.59,5.1,9.96,9730000000.0,15.78,-31.44,0.0,24.04,5.03,1.6,85.9,2.04,23.04,1.01,-43.2,0.38,2.11,48.59,19.97,2.29,6.4,43.73,78.25,0.0,0.0,3.51,12.9,24.0,1.0,19.37,35.5,11.6,1.06,1.51,2.19,1.9,3.6,14.9,205.21,1.81,3.3,-7.8,8.8,66.65,4.72% 3.71,0.65,-31.5,5.6,1.54,0.63,NAN,1.92M,45.72,"2,972,394",9.73B,2021-01-21,2021-02-08,39.17865646362305,32.41236817359924,16.696191566575326,41.05726479202525,105.689,107.108,QQQJ,STLD
383,STNE,StoneCo Ltd.,Technology,Software - Application,151.22,0.51,19.28,-10.65,23290000000.0,74.08,75.42,0.0,-2.51,36.79,0.22,84.3,3.91,8.41,41.55,121.3,2.43,3.8,46.37,8.96,8.56,3.7,76.24,83.82,6.18,12.42,4.11,9.7,-8.64,0.0,0.0,0.0,9.1,-19.39,0.0,0.0,2.3,0.0,77.9,332.67,5.12,2.3,39.2,48.7,37.97,9.18% 5.31,0.41,26.6,25.9,2.28,0.21,03/11,1.87M,76.67,"4,260,761",23.29B,2021-02-24,2021-02-04,82.79879913330078,59.599149827957156,-7.402038673814337,28.64277463910255,106.964,109.668,QQQJ,STNE
384,STX,Seagate Technology plc,Technology,Computer Hardware,19.17,3.83,0.3,0.2,17280000000.0,12.22,18.84,-92.55,8.78,2.84,1.31,90.6,6.89,19.9,1.7,-46.3,-5.36,4.5,51.02,3.98,18.44,11.1,75.5,45.97,7.64,9.6,6.75,61.9,18.05,2.68,47.73,-6.4,21.3,-4.78,1.17,3.65,1.1,-5.2,26.6,88.06,3.0,1.6,-2.7,12.2,56.55,3.47% 3.09,5.2,-7.0,9.7,1.34,5.17,NAN,3.60M,73.38,"4,810,366",17.28B,2021-02-25,2021-01-25,66.56279991149903,54.18428800582885,10.241756803447306,35.42671261474577,115.914,112.516,QQQJ,STX
385,SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,0.0,-0.68,1.1,-11.56,303600000.0,0.0,-275.0,-88.51,-30.49,0.0,-0.05,61.1,4.5,-8.31,7.78,-495.1,-7.66,1.04,7.45,2.15,3.49,-17.1,0.0,141.16,2.53,2.96,0.0,-29.8,-18.83,0.0,0.0,0.0,-88.7,-47.92,0.0,0.0,7.9,0.0,0.0,443.48,0.93,7.9,0.0,0.0,29.03,13.17% 9.41,0.17,34.9,-61.4,1.17,0.17,,1.56M,7.5,"1,830,739",303.60M,2021-01-27,2021-01-08,10.476400003433227,7.720424990653992,-28.410522722097564,-2.8550888185667103,94.821,100.815,ARKG,SURF
386,SVMK,SVMK Inc.,Technology,Software - Application,0.0,-0.66,1.5,-5.16,2650000000.0,93.44,575.0,-24.44,-31.95,0.0,-0.02,82.7,3.42,-15.22,7.06,-16.6,3.42,3.49,-32.27,2.43,7.27,-10.8,28.45,2.56,1.49,11.82,-9.46,-28.0,-30.88,0.0,48.38,0.0,-14.8,-37.2,0.0,0.0,1.1,0.0,77.7,88.88,1.24,1.1,19.8,-21.7,25.98,5.37% 5.43,0.62,18.8,-24.4,1.19,0.61,NAN,1.20M,17.66,"1,423,782",2.65B,2021-02-12,2021-02-05,24.43419998168945,22.976150016784672,-27.724255292851467,-23.137688485238332,87.426,94.113,XSW,SVMK
387,SWI,SolarWinds Corporation,Technology,Software - Infrastructure,32.52,0.5,29.9,-0.37,4880000000.0,15.38,14.27,-20.47,-1.22,2.11,0.2,94.0,8.38,-28.88,4.79,117.7,-4.92,2.3,-26.35,8.94,1.8,0.5,18.18,-7.93,1.4,11.48,15.4,1.0,7.89,0.0,15.24,0.0,2.8,-33.73,0.0,0.0,1.3,0.0,73.1,40.26,0.69,1.3,213.5,12.9,47.62,3.47% 3.67,0.68,475.6,2.6,0.42,0.68,NAN,2.55M,16.13,"1,069,845",4.88B,2021-02-18,2021-01-08,15.954800090789796,18.980800032615658,1.0981015632489224,-15.019388159176572,106.343,97.654,XSW,SWI
388,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,27.34,6.34,0.2,-2.46,28330000000.0,16.13,5.23,-21.06,-3.35,2.29,2.35,78.4,2.12,20.91,7.14,-2.9,-2.17,1.47,13.15,26.69,6.5,20.7,201.32,75.92,6.24,27.81,11.95,25.2,13.45,2.0,48.91,3.2,19.6,-11.43,1.16,1.15,3.7,0.6,48.6,155.43,9.05,5.1,68.5,29.9,46.85,5.64% 4.18,0.0,103.6,26.9,1.51,0.0,NAN,2.37M,173.44,"3,578,307",28.33B,2021-02-22,2021-01-29,169.70674865722657,145.9443321990967,2.1998249169889195,18.83983254888845,116.348,112.002,QQQ,SWKS
389,SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,30.71,1.4,2.1,4.92,1690000000.0,12.48,15.85,-11.95,7.09,3.07,0.69,94.0,1.73,12.08,0.99,33.0,-1.1,4.14,28.31,21.35,2.01,5.6,48.0,38.42,3.32,12.9,10.0,9.0,13.8,0.0,19.61,2.6,7.2,-1.85,0.89,0.0,2.0,4.0,35.9,93.81,1.38,2.0,8.6,6.4,59.71,2.80% 3.23,0.01,-129.0,4.5,0.94,0.01,NAN,162.94K,42.87,"153,342",1.69B,2021-02-19,2021-02-08,40.82139999389649,34.72474995613098,5.018446222838528,23.45661251458745,103.591,103.805,XSW,SYKE
390,SYNA,Synaptics Incorporated,Technology,Semiconductors,33.54,3.94,1.5,-1.39,4490000000.0,15.88,9.58,-17.84,25.73,3.35,1.89,0.0,11.33,69.45,3.48,615.8,0.52,7.06,49.9,25.52,5.18,8.4,135.83,88.06,9.33,14.17,10.0,17.4,37.11,0.0,0.0,3.8,2.2,-4.79,1.21,0.0,2.7,-4.8,42.0,197.61,5.95,3.0,-7.9,7.4,58.97,4.64% 4.46,0.67,136.1,11.0,0.75,0.67,NAN,555.26K,132.17,"415,909",4.49B,2021-02-26,2021-02-05,112.32800048828123,85.51745016098022,17.66433963523529,54.55325170617205,126.018,122.671,PTF,SYNA
391,SYRS,"Syros Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.0,-1.65,1.4,-5.48,517210000.0,0.0,1.8,-2.72,-31.31,0.0,-0.5,86.1,8.62,3.79,52.24,1.7,23.06,4.54,-43.08,1.0,7.94,-49.7,0.0,31.89,1.43,5.56,0.0,-111.5,-26.82,0.0,0.0,-22.2,-97.2,-49.26,1.95,0.0,3.5,0.0,0.0,86.38,1.03,3.5,533.3,0.0,33.35,13.71% 10.15,0.44,8.7,0.0,1.48,0.44,NAN,800.21K,7.94,"1,186,225",517.21M,2021-02-12,2021-02-08,11.37089991569519,10.370049948692321,-30.172633134863297,-23.433348544273443,88.459,98.904,"ARKK,ARKG",SYRS
392,TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,0.0,-0.72,4.0,0.74,23650000000.0,8.74,252.2,0.0,24.73,0.0,0.28,71.5,2.35,19.88,7.04,457.3,-0.57,3.37,29.87,25.46,1.56,-1.1,38.21,32.69,12.35,3.22,2.17,-2.3,17.82,0.0,0.0,68.9,2.0,-5.04,1.37,0.0,1.1,37.2,77.6,97.71,1.45,1.1,-47.9,-3.8,63.86,3.34% 3.75,0.67,93.1,-10.3,1.81,0.33,NAN,4.10M,39.74,"7,435,956",23.65B,2021-03-04,2021-02-05,35.10840003967285,31.01370005607605,13.1922843396264,28.136919903609947,112.416,109.379,QQQ,TCOM
393,TDC,Teradata Corporation,Technology,Information Technology Services,35.95,1.15,1.3,3.02,4620000000.0,21.71,21.36,-8.08,50.0,1.89,0.38,0.0,8.34,92.5,2.52,-188.4,2.05,3.63,72.48,3.52,11.74,5.5,35.36,100.15,4.77,8.67,19.0,34.6,83.85,0.0,34.48,-15.7,0.3,-30.66,1.22,0.0,1.1,-7.0,55.5,134.45,3.63,1.1,-1.1,0.4,54.22,5.69% 9.70,1.58,-110.4,6.3,0.68,1.28,NAN,2.46M,41.31,"1,680,370",4.62B,2021-02-23,2021-02-05,32.734199829101556,24.43629993438721,26.19828868788886,69.05177997863666,168.356,145.923,XSW,TDC
394,TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,0.0,-4.24,0.8,-14.2,28310000000.0,0.0,64.0,-42.07,-30.11,0.0,-0.59,80.9,7.94,-2.74,25.88,6.7,48.33,3.37,-14.99,26.68,7.11,-4.2,261.74,41.21,7.98,23.78,-0.92,-6.8,-5.14,0.0,497.49,33.1,-4.8,-38.41,0.11,0.0,6.5,66.3,64.3,85.95,17.21,6.5,109.3,-6.5,25.45,8.23% 6.64,0.44,-52.2,-8.7,2.59,0.43,NAN,3.31M,189.69,"8,575,161",28.31B,2021-02-16,2020-11-20,244.0263995361328,212.7642000579834,-22.266607071784154,-10.844963603696076,116.238,110.725,"ARKW,ARKK,ARKF,ARKG",TDOC
395,TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,36.48,10.61,0.6,4.35,14580000000.0,29.88,12.16,8.59,2.28,1.25,2.59,89.2,5.19,0.34,4.72,-1.2,0.36,5.98,19.93,87.97,4.4,8.4,429.2,7.23,17.87,21.66,29.1,13.5,-1.23,0.0,26.63,14.3,10.3,-6.33,1.08,0.0,1.8,6.1,38.3,98.19,12.9,2.3,-3.0,15.6,52.04,3.49% 2.83,0.24,13.0,13.0,1.12,0.21,NAN,315.86K,387.15,"354,583",14.58B,2021-02-24,2021-02-05,382.76559997558587,347.5358010864258,1.1454529938672018,11.398595134583802,101.037,101.759,ARKQ,TDY
396,TEAM,Atlassian Corporation Plc,Technology,Software - Application,0.0,-4.94,1.23,-3.99,55800000000.0,165.85,23.19,0.0,-6.47,0.0,0.22,92.6,4.99,0.1,30.95,46.4,-0.53,4.48,18.82,0.68,335.6,-31.4,266.33,49.93,7.31,31.24,20.0,-210.8,-2.42,0.0,107.38,38.15,0.6,-13.03,0.84,0.0,0.7,38.3,83.7,107.44,12.04,0.7,22.7,0.9,42.52,5.90% 4.40,5.86,-604.5,-65.8,1.52,1.27,NAN,1.44M,228.21,"2,186,570",55.80B,2021-02-23,2021-02-02,237.36679962158203,201.57167495727538,-3.857658120756608,13.215311649501757,105.043,105.375,"ARKW,QQQJ",TEAM
397,TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,0.0,-0.43,0.8,-4.55,4040000000.0,88.35,47.33,-57.74,-16.36,0.0,0.06,93.8,3.34,8.11,9.17,59.0,3.98,2.51,-5.54,1.46,26.75,-7.0,60.15,66.17,2.82,13.83,9.8,-34.6,-25.28,0.0,91.96,14.7,-27.9,-33.19,0.0,0.0,1.3,36.3,82.4,139.86,2.31,1.3,21.8,-8.3,33.1,4.74% 4.78,0.0,95.2,-9.7,1.28,0.0,NAN,1.18M,39.05,"1,512,638",4.04B,2021-01-06,2020-11-25,48.70880004882814,38.29609988212585,-19.829681780593397,1.9686080833156008,83.399,98.151,"PSJ,XSW",TENB
398,TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,26.59,4.28,0.3,-11.44,18550000000.0,21.57,9.23,-46.82,-5.53,2.08,1.04,98.8,3.63,-0.05,5.94,64.5,-0.22,3.23,28.89,13.31,8.56,23.8,131.6,87.89,8.82,12.91,12.77,41.8,-5.0,0.4,30.04,34.6,31.0,-22.99,1.36,0.35,3.1,13.7,57.2,165.69,7.13,3.4,15.9,29.7,37.62,6.88% 4.96,0.19,52.7,25.1,1.85,0.17,NAN,1.86M,113.9,"3,451,405",18.55B,2021-02-23,2021-02-11,128.6562989807129,98.48409410476684,-11.469550342750837,15.653193579497021,99.859,104.872,"ARKK,ARKQ,QQQJ",TER
399,TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,27.99,15.96,0.1,-0.71,177660000000.0,22.2,-8.5,-15.07,-10.67,6.85,6.56,90.6,0.72,-6.69,5.51,73.8,-0.88,1.68,1.32,87.14,5.13,10.1,567.06,42.82,26.04,17.16,4.09,20.4,-4.06,1.04,27.42,26.5,12.3,-16.09,0.79,0.23,1.7,13.7,50.1,78.6,13.44,2.1,54.5,24.2,36.24,2.63% 2.51,0.63,151.8,19.8,1.53,0.55,NAN,1.69M,446.87,"2,582,572",177.66B,2021-01-27,2021-01-04,485.0901971435547,437.44307693481437,-7.878987736427918,2.1550056595341633,98.308,99.242,ARKG,TMO
